treatment,covid,replicate,count,n,risk,odds,relative_risk,odds_ratio
vaccine,+,4991,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,4992,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,4993,84,15000,0.0056,0.0056315366049879325,0.7499999999999999,0.748592115848753
vaccine,+,4994,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,4995,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,4996,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,4997,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,4998,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,4999,114,15000,0.0076,0.00765820233776703,1.3902439024390243,1.3932324692049824
vaccine,+,5000,106,15000,0.007066666666666666,0.007116959849603867,1.1777777777777776,1.179043015084374
vaccine,+,5001,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5002,87,15000,0.0058,0.005833836250251458,0.7981651376146787,0.7969876660779308
vaccine,+,5003,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5004,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,5005,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,5006,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,5007,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,5008,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,5009,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5010,111,15000,0.0074,0.007455168245013097,1.3058823529411765,1.3081627573455334
vaccine,+,5011,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5012,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5013,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5014,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,5015,106,15000,0.007066666666666666,0.007116959849603867,1.1777777777777776,1.179043015084374
vaccine,+,5016,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5017,85,15000,0.005666666666666667,0.00569896077774053,0.7657657657657658,0.7644308740520608
vaccine,+,5018,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5019,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,5020,109,15000,0.007266666666666667,0.007319857632126788,1.2528735632183907,1.2547245617000782
vaccine,+,5021,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5022,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5023,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,5024,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,5025,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,5026,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,5027,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,5028,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,5029,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5030,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,5031,109,15000,0.007266666666666667,0.007319857632126788,1.2528735632183907,1.2547245617000782
vaccine,+,5032,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5033,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5034,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5035,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5036,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,5037,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,5038,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5039,81,15000,0.0054,0.00542931831892218,0.7043478260869566,0.7027426363231014
vaccine,+,5040,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,5041,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5042,84,15000,0.0056,0.0056315366049879325,0.7499999999999999,0.748592115848753
vaccine,+,5043,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,5044,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5045,87,15000,0.0058,0.005833836250251458,0.7981651376146787,0.7969876660779308
vaccine,+,5046,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,5047,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5048,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,5049,111,15000,0.0074,0.007455168245013097,1.3058823529411765,1.3081627573455334
vaccine,+,5050,107,15000,0.0071333333333333335,0.007184583361310683,1.2022471910112358,1.2037002528146472
vaccine,+,5051,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,5052,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5053,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,5054,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5055,83,15000,0.005533333333333334,0.005564121472145874,0.7345132743362832,0.7330360739454479
vaccine,+,5056,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,5057,106,15000,0.007066666666666666,0.007116959849603867,1.1777777777777776,1.179043015084374
vaccine,+,5058,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,5059,83,15000,0.005533333333333334,0.005564121472145874,0.7345132743362832,0.7330360739454479
vaccine,+,5060,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,5061,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,5062,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,5063,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,5064,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,5065,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,5066,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,5067,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,5068,106,15000,0.007066666666666666,0.007116959849603867,1.1777777777777776,1.179043015084374
vaccine,+,5069,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,5070,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5071,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5072,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5073,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,5074,89,15000,0.005933333333333333,0.005968747904231775,0.8317757009345793,0.8307716125020919
vaccine,+,5075,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,5076,112,15000,0.007466666666666667,0.0075228371843095105,1.333333333333333,1.3358409457281029
vaccine,+,5077,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,5078,111,15000,0.0074,0.007455168245013097,1.3058823529411765,1.3081627573455334
vaccine,+,5079,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,5080,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,5081,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,5082,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,5083,87,15000,0.0058,0.005833836250251458,0.7981651376146787,0.7969876660779308
vaccine,+,5084,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5085,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5086,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5087,117,15000,0.0078,0.007861318282604314,1.4810126582278478,1.4847940518321392
vaccine,+,5088,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,5089,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,5090,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,5091,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,5092,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,5093,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5094,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,5095,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5096,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,5097,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,5098,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,5099,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5100,109,15000,0.007266666666666667,0.007319857632126788,1.2528735632183907,1.2547245617000782
vaccine,+,5101,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5102,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5103,87,15000,0.0058,0.005833836250251458,0.7981651376146787,0.7969876660779308
vaccine,+,5104,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,5105,110,15000,0.007333333333333333,0.0073875083948959025,1.2790697674418603,1.2811313976915988
vaccine,+,5106,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5107,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,5108,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,5109,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,5110,116,15000,0.007733333333333333,0.00779360386992744,1.4499999999999997,1.4535071217414677
vaccine,+,5111,89,15000,0.005933333333333333,0.005968747904231775,0.8317757009345793,0.8307716125020919
vaccine,+,5112,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,5113,110,15000,0.007333333333333333,0.0073875083948959025,1.2790697674418603,1.2811313976915988
vaccine,+,5114,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5115,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,5116,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,5117,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,5118,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,5119,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,5120,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5121,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,5122,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,5123,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,5124,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,5125,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5126,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,5127,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5128,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,5129,84,15000,0.0056,0.0056315366049879325,0.7499999999999999,0.748592115848753
vaccine,+,5130,107,15000,0.0071333333333333335,0.007184583361310683,1.2022471910112358,1.2037002528146472
vaccine,+,5131,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,5132,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,5133,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5134,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,5135,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,5136,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,5137,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,5138,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,5139,113,15000,0.007533333333333334,0.00759051521461678,1.3614457831325302,1.3641893428486564
vaccine,+,5140,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5141,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5142,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,5143,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,5144,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,5145,108,15000,0.0072,0.0072522159548751,1.227272727272727,1.2289209581715625
vaccine,+,5146,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5147,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,5148,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,5149,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,5150,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,5151,109,15000,0.007266666666666667,0.007319857632126788,1.2528735632183907,1.2547245617000782
vaccine,+,5152,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5153,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,5154,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,5155,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5156,110,15000,0.007333333333333333,0.0073875083948959025,1.2790697674418603,1.2811313976915988
vaccine,+,5157,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,5158,112,15000,0.007466666666666667,0.0075228371843095105,1.333333333333333,1.3358409457281029
vaccine,+,5159,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,5160,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,5161,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5162,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5163,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,5164,107,15000,0.0071333333333333335,0.007184583361310683,1.2022471910112358,1.2037002528146472
vaccine,+,5165,107,15000,0.0071333333333333335,0.007184583361310683,1.2022471910112358,1.2037002528146472
vaccine,+,5166,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,5167,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5168,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5169,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,5170,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,5171,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,5172,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5173,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,5174,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5175,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5176,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5177,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5178,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5179,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,5180,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5181,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5182,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,5183,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5184,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,5185,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5186,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,5187,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,5188,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5189,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,5190,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,5191,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,5192,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,5193,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,5194,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5195,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,5196,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,5197,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5198,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,5199,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,5200,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,5201,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5202,106,15000,0.007066666666666666,0.007116959849603867,1.1777777777777776,1.179043015084374
vaccine,+,5203,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,5204,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,5205,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,5206,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,5207,108,15000,0.0072,0.0072522159548751,1.227272727272727,1.2289209581715625
vaccine,+,5208,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5209,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,5210,111,15000,0.0074,0.007455168245013097,1.3058823529411765,1.3081627573455334
vaccine,+,5211,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,5212,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5213,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5214,111,15000,0.0074,0.007455168245013097,1.3058823529411765,1.3081627573455334
vaccine,+,5215,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5216,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5217,112,15000,0.007466666666666667,0.0075228371843095105,1.333333333333333,1.3358409457281029
vaccine,+,5218,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,5219,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,5220,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,5221,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,5222,87,15000,0.0058,0.005833836250251458,0.7981651376146787,0.7969876660779308
vaccine,+,5223,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,5224,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,5225,83,15000,0.005533333333333334,0.005564121472145874,0.7345132743362832,0.7330360739454479
vaccine,+,5226,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,5227,89,15000,0.005933333333333333,0.005968747904231775,0.8317757009345793,0.8307716125020919
vaccine,+,5228,106,15000,0.007066666666666666,0.007116959849603867,1.1777777777777776,1.179043015084374
vaccine,+,5229,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5230,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,5231,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5232,111,15000,0.0074,0.007455168245013097,1.3058823529411765,1.3081627573455334
vaccine,+,5233,89,15000,0.005933333333333333,0.005968747904231775,0.8317757009345793,0.8307716125020919
vaccine,+,5234,109,15000,0.007266666666666667,0.007319857632126788,1.2528735632183907,1.2547245617000782
vaccine,+,5235,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5236,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5237,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5238,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5239,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,5240,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5241,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5242,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5243,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,5244,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5245,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,5246,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,5247,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,5248,87,15000,0.0058,0.005833836250251458,0.7981651376146787,0.7969876660779308
vaccine,+,5249,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,5250,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5251,89,15000,0.005933333333333333,0.005968747904231775,0.8317757009345793,0.8307716125020919
vaccine,+,5252,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5253,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,5254,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5255,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5256,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,5257,83,15000,0.005533333333333334,0.005564121472145874,0.7345132743362832,0.7330360739454479
vaccine,+,5258,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,5259,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,5260,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,5261,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,5262,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,5263,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5264,106,15000,0.007066666666666666,0.007116959849603867,1.1777777777777776,1.179043015084374
vaccine,+,5265,111,15000,0.0074,0.007455168245013097,1.3058823529411765,1.3081627573455334
vaccine,+,5266,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,5267,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,5268,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5269,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5270,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,5271,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,5272,108,15000,0.0072,0.0072522159548751,1.227272727272727,1.2289209581715625
vaccine,+,5273,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,5274,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5275,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,5276,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,5277,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,5278,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,5279,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,5280,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
